title,sales_mkt_relatedness_gpt,prompt_version,model,scored_at_utc
Battery Project Manager,5,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Battery Quality Tester,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Battery Recycling Engineer,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Battery Researcher,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Battery Technician,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Battery Test Engineer,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Battery Validation Engineer,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beach Attendant,5,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beach Maintenance,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beach Maintenance Technician,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Bearing Engineer,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Account Manager,80,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Advisor,70,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Brand Manager,75,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Buyer,30,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Concession Manager,70,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Creator,70,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Designer,30,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Director,70,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Educator,40,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Finance Analyst,5,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Product Manager,55,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Sales Associate,85,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Sales Manager,90,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beauty Store Management,65,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavior Analyst,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavior Change Coach,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavior Intervention,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavior Interventionist,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavior Teacher,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavior Technician,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavior Therapist,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Analyst,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Coordinator,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Crisis Responder,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Economist,5,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Educator,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Health Analyst,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Health Director,5,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Health Intern,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Health Lead,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Health Supervisor,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Health Therapist,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Manager,5,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Marketer,80,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Researcher,10,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Support,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Therapist,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Behavioral Trainer,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Bell Attendant,5,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Belt Machine Operator,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Belt Technician,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Benchmarking Analyst,20,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Benchmarking Data Analyst,20,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Benchmarking Expert,25,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Beneficiary Engagement,30,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Benefits Administration,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Benefits Analysi,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Benefits Auditor,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Benefits Business Analyst,0,v2,gpt-5.2,2026-02-26T04:49:00.833555+00:00
Benefits Case Manager,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Consultant,25,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Coordinator,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Examiner,5,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Lawyer,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Operation,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Project Manager,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Referral Worker,5,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Strategist,20,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Strategy,15,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Underwriter,15,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benefits Verification Coordinator,5,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benelux Account Executive,90,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Benelux Sales,85,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bereavement Counselor,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beta Tester,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Betting Agent,40,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Account Manager,75,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Ambassador,70,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Bartender,15,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Brand Manager,85,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Cart Attendant,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Clerk,15,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Compliance Officer,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Consultant,30,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Crew,5,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Delivery Driver,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Distiller,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Distributor,35,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Manager,25,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Marketer,85,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Merchandiser,55,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Operations,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Operator,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Production Manager,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Production Technician,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Project Manager,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Sales Manager,90,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Sales Representative,90,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Service Supervisor,15,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage Truck Driver,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Beverage and Condiment Maker,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bicycle Courier,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bicycle Mechanic,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bicycle Rental Agent,25,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bicycle Retail Manager,55,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bicycle Technician,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bid Analyst,40,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bid Capture Lead,55,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bid Coordination,35,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bid Management,45,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bid Pricing Analyst,40,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bid Support,30,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bid Writer,45,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Big Data Analyst,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Big Data Engineer,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bike Sales Associate,75,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Administrative Assistant,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Administrator,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Admissions Coordinator,15,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Coordinator,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Customer,15,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Customer Agent,20,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Data Entry,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Executive Assistant,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Fraud Analyst,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Instructor,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Legal Assistant,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Office Manager,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Payroll Administrator,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Receptionist,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Records Clerk,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Recruiter,5,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Sales Associate,80,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Sales Representative,85,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Scheduler,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Service Associate,15,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Special Educator,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Teacher,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bilingual Team Lead,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billboard Driver,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biller,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Assistant,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Auditor,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Coordinator,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Data Analyst,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Data Entry,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Operations Director,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Operations Specialist,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Operations Supervisor,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Billing Representative,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bindery Operation,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bindery Worker,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Binding Operator,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bing Ads Manager,90,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioanalytical Coordinator,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioanalytical Scientist,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioarchaeologist,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioassay Scientist,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biobank Researcher,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biochemical Engineer,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biodiversity Consultant,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biodiversity Specialist,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioenergy Advisor,10,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioenergy Analyst,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioenergy Project Manager,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioethics Consultant,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioethics Researcher,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biofeedback Therapist,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biofuel Technician,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biofuels Operations Lead,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biogeography Analyst,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biographer,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biohazard Cleaner,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biohazard Remediation Technician,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Biohazard Restoration Technician,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioinformatics Developer,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioinformatics Engineer,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioinformatics Professional,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioinformatics Project Lead,0,v2,gpt-5.2,2026-02-26T04:49:26.539445+00:00
Bioinformatics Scientist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biological Curator,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biological Informatic,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biological Processing Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biological Researcher,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biological Safety Officer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biological Testing Specialist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biologics Developer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biology Educator,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biology Intern,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biology Professor,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biology Teacher,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biology Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomanufacturing Scientist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomanufacturing Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomarker Operations,5,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomarker Project Coordinator,5,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomarker Researcher,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomass Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomaterials Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomaterials Researcher,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomaterials Scientist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomathematics Analyst,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Data Scientist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Design Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Engineer Intern,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Engineering,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Imaging Scientist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Instructor,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Researcher,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Science,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Signal Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biomedical Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biometric Intelligence Analyst,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biometric Specialist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biopharmaceutical Producer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biophysicist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Bioprocess Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Bioprocess Manager,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biosafety Officer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biospecimen Scientist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biostatistician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biostatistics Analyst,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotech Analyst,15,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotech Automation Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotech Consultant,35,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotech Project Manager,10,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotech Recruiter,5,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotech Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotechnology Coordinator,10,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotechnology Director,15,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotechnology Manager,10,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotechnology Sales Rep,95,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotechnology Sales Representative,95,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biotechnology Scientist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Bird Control Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Bird Ecologist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Birth Doula,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Biscuit Maker,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Bishop,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blasting Operator,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blasting Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blazor Developer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blended Learning Designer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blended Learning Educator,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blended Learning Instructor,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blended Learning Specialist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blending Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blind Assembler,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blind Education Teacher,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Block Trader,10,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Architect,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Auditor,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Business Analyst,10,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Consultant,25,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Data Analyst,5,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Developer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Innovator,10,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Marketer,85,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Product Manager,20,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Product Owner,20,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Recruiter,5,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Recruitment Consultant,10,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Researcher,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Security Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Test Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Tester,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blockchain Trainer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blog Project Coordinator,40,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blog Writer,70,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blogger,70,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blood Bank,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blood Bank Assistant,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blood Collection,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blood Donation Coordinator,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blood Services Coordinator,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blood Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blow Molding Operator,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blue Team Specialist,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Blue/White Collar Recruiter,5,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Board Assistant,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Board Director,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Board Member,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Board Support,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boat Assembler,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boat Captain,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boat Mechanic,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boat Sales Associate,90,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boat Sales Consultant,90,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boat Sales Specialist,90,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Bodily Injury Adjuster,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Body Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Body Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boiler Engineer,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boiler Inspector,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boiler Operator,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boiler Technician,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Boilermaker,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Bonded Warehouse Manager,0,v2,gpt-5.2,2026-02-26T04:49:50.637926+00:00
Bone Densitometry Technologist,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bone and Eye Technician,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Book Author,5,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Book Cover Designer,10,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Book Organizer,5,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Book Producer,10,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bookbinding Operator,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Booking Agent,70,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bookkeeping Assistant,5,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bookkeeping Generalist,5,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bookseller Staff,65,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bookstore Associate,65,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bookstore Manager,70,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bootcamp Instructor,10,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Border Agent,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Border Patrol Agent,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Boring Machine Operator,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Botany Instructor,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bottle Packer,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bottling Line Operator,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bottling Line Worker,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bottling Operator,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bottling Supervisor,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Boundary Surveyor,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Bowling Alley Supervisor,20,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
Box Assembler,0,v2,gpt-5.2,2026-02-26T04:50:16.938750+00:00
